Product_Category,Product_Sub_Category,Price,Discount
Clothing,Womens Dresses,181.19,0.42
Sports,Water Sports,275.71,0.32
Books,Comics,37.23,0.0
Electronics,Smartphones,324.08,0.43
Clothing,Shoes,220.97,0.41
Clothing,Accessories,32.86,0.0
Electronics,Headphones,869.49,0.12
Home & Garden,Home Decor,608.85,0.43
Clothing,Shoes,56.88,0.05
Sports,Winter Sports,343.6,0.0
Sports,Cycling,397.15,0.0
Clothing,Jeans,135.47,0.0
Books,Fiction,26.48,0.0
Sports,Water Sports,68.87,0.0
Books,Fiction,43.49,0.0
Clothing,Accessories,166.06,0.0
Sports,Fitness Equipment,97.51,0.35
Sports,Outdoor Gear,81.36,0.0
Books,Magazines,33.09,0.13
Home & Garden,Bedding,326.37,0.06
Sports,Cycling,259.85,0.18
Electronics,Laptops,382.4,0.11
Sports,Winter Sports,377.28,0.0
Clothing,Accessories,280.18,0.16
Sports,Fitness Equipment,463.53,0.0
Books,Non-Fiction,33.66,0.0
Clothing,Sportswear,136.58,0.32
Home & Garden,Gardening Tools,318.85,0.1
Electronics,Gaming Consoles,1078.8,0.0
Books,Fiction,24.3,0.0
Beauty,Beauty Tools,21.02,0.0
Electronics,Tablets,1633.3,0.0
Clothing,Jeans,107.68,0.0
Clothing,Jeans,83.55,0.0
Beauty,Makeup,64.29,0.14
Electronics,Laptops,634.61,0.0
Beauty,Skincare,22.76,0.0
Home & Garden,Furniture,207.76,0.0
Beauty,Beauty Tools,21.96,0.0
Sports,Cycling,217.38,0.0
Beauty,Makeup,42.43,0.0
Beauty,Skincare,54.19,0.0
Home & Garden,Kitchen Appliances,634.73,0.0
Clothing,Womens Dresses,147.27,0.0
Beauty,Hair Care,48.45,0.0
Books,Educational,29.93,0.0
Books,Fiction,52.92,0.0
Beauty,Fragrances,36.69,0.0
Books,Magazines,59.93,0.16
Sports,Cycling,264.6,0.0
Beauty,Beauty Tools,28.18,0.0
Sports,Water Sports,309.22,0.0
Clothing,Shoes,287.27,0.11
Sports,Fitness Equipment,167.46,0.0
Electronics,Tablets,1659.35,0.0
Electronics,Laptops,261.78,0.11
Electronics,Headphones,542.25,0.0
Electronics,Laptops,1202.2,0.0
Beauty,Fragrances,125.17,0.0
Beauty,Personal Care,80.77,0.09
Electronics,Smart Watches,1952.91,0.0
Clothing,Jeans,160.51,0.0
Electronics,Gaming Consoles,955.33,0.0
Electronics,Smart Watches,265.56,0.06
Home & Garden,Storage,761.22,0.14
Beauty,Makeup,125.95,0.15
Sports,Cycling,139.32,0.0
Sports,Water Sports,38.08,0.0
Electronics,Smart Watches,1756.96,0.0
Sports,Outdoor Gear,432.52,0.15
Books,Non-Fiction,42.26,0.14
Electronics,Gaming Consoles,575.41,0.18
Beauty,Fragrances,35.82,0.0
Electronics,Headphones,247.27,0.13
Books,Children Books,44.81,0.0
Clothing,Sportswear,206.92,0.0
Books,Magazines,21.07,0.13
Sports,Fitness Equipment,273.58,0.0
Books,Children Books,41.43,0.17
Sports,Winter Sports,412.58,0.0
Electronics,Smart Watches,223.98,0.0
Electronics,Tablets,1059.54,0.14
Home & Garden,Storage,356.58,0.0
Sports,Team Sports,278.19,0.0
Clothing,Jeans,133.7,0.15
Home & Garden,Kitchen Appliances,192.79,0.0
Electronics,Smartphones,916.16,0.0
Electronics,Smart Watches,566.39,0.0
Books,Magazines,17.94,0.0
Home & Garden,Bedding,397.17,0.0
Home & Garden,Furniture,245.76,0.0
Clothing,Mens Shirts,205.8,0.0
Sports,Winter Sports,145.22,0.0
Sports,Cycling,351.21,0.0
Clothing,Mens Shirts,193.06,0.17
Electronics,Laptops,653.07,0.16
Home & Garden,Kitchen Appliances,743.65,0.0
Sports,Cycling,331.25,0.0
Electronics,Laptops,828.7,0.39
Clothing,Jeans,244.68,0.0
Beauty,Skincare,75.44,0.05
Sports,Winter Sports,496.01,0.08
Books,Non-Fiction,50.04,0.0
Electronics,Smart Watches,1884.53,0.0
Electronics,Smartphones,897.91,0.0
Clothing,Jeans,184.69,0.0
Electronics,Gaming Consoles,281.69,0.0
Electronics,Gaming Consoles,246.47,0.0
Books,Children Books,22.31,0.0
Clothing,Jeans,77.84,0.34
Beauty,Makeup,145.28,0.3
Books,Comics,29.73,0.0
Electronics,Gaming Consoles,1305.72,0.0
Home & Garden,Home Decor,112.98,0.48
Books,Comics,52.44,0.0
Books,Children Books,36.6,0.0
Electronics,Smart Watches,716.06,0.11
Sports,Fitness Equipment,53.47,0.0
Beauty,Beauty Tools,104.31,0.0
Home & Garden,Gardening Tools,588.32,0.29
Beauty,Personal Care,69.47,0.09
Beauty,Beauty Tools,66.97,0.0
Electronics,Gaming Consoles,188.75,0.1
Clothing,Shoes,108.53,0.0
Beauty,Skincare,76.59,0.12
Beauty,Fragrances,72.43,0.0
Sports,Fitness Equipment,46.33,0.0
Electronics,Headphones,52.87,0.15
Home & Garden,Bedding,165.27,0.11
Sports,Water Sports,195.73,0.35
Beauty,Hair Care,133.33,0.0
Beauty,Hair Care,78.09,0.11
Electronics,Gaming Consoles,297.85,0.0
Books,Educational,24.41,0.19
Clothing,Jeans,243.92,0.0
Beauty,Hair Care,130.17,0.4
Home & Garden,Kitchen Appliances,328.09,0.44
Beauty,Skincare,56.96,0.0
Sports,Cycling,276.89,0.0
Books,Non-Fiction,45.83,0.0
Electronics,Headphones,1821.45,0.0
Clothing,Womens Dresses,253.78,0.0
Electronics,Headphones,1465.15,0.47
Electronics,Smart Watches,875.71,0.05
Sports,Water Sports,410.01,0.0
Beauty,Fragrances,29.79,0.27
Sports,Winter Sports,370.9,0.0
Electronics,Headphones,373.21,0.0
Home & Garden,Gardening Tools,664.55,0.16
Sports,Cycling,331.1,0.0
Books,Non-Fiction,25.59,0.0
Home & Garden,Storage,769.9,0.0
Electronics,Laptops,209.12,0.0
Home & Garden,Kitchen Appliances,703.72,0.0
Beauty,Beauty Tools,143.08,0.47
Electronics,Tablets,243.51,0.0
Home & Garden,Bedding,86.92,0.17
Electronics,Headphones,1578.12,0.0
Clothing,Womens Dresses,169.14,0.44
Sports,Winter Sports,321.73,0.0
Books,Comics,33.74,0.0
Books,Fiction,44.07,0.45
Home & Garden,Storage,255.3,0.0
Sports,Cycling,364.13,0.0
Home & Garden,Kitchen Appliances,30.88,0.0
Books,Non-Fiction,46.81,0.14
Beauty,Makeup,115.87,0.0
Home & Garden,Furniture,370.69,0.0
Sports,Cycling,61.8,0.0
Books,Magazines,24.39,0.0
Sports,Winter Sports,195.13,0.0
Books,Magazines,10.03,0.0
Beauty,Makeup,132.27,0.0
Beauty,Hair Care,82.51,0.17
Clothing,Accessories,288.91,0.0
Books,Educational,33.2,0.09
Clothing,Womens Dresses,282.03,0.0
Electronics,Gaming Consoles,1570.76,0.0
Home & Garden,Gardening Tools,490.46,0.18
Books,Educational,34.99,0.06
Home & Garden,Storage,165.42,0.0
Electronics,Gaming Consoles,66.57,0.0
Beauty,Skincare,139.83,0.0
Electronics,Laptops,1159.4,0.0
Home & Garden,Furniture,317.66,0.0
Beauty,Personal Care,142.32,0.0
Clothing,Accessories,294.48,0.0
Home & Garden,Bedding,61.16,0.19
Beauty,Personal Care,44.27,0.0
Electronics,Laptops,887.83,0.0
Books,Educational,56.18,0.13
Home & Garden,Home Decor,199.4,0.0
Books,Comics,22.89,0.0
Home & Garden,Furniture,524.36,0.13
Home & Garden,Gardening Tools,106.11,0.0
Beauty,Skincare,30.0,0.17
Home & Garden,Bedding,323.21,0.0
Beauty,Makeup,145.76,0.49
Beauty,Personal Care,84.18,0.0
Sports,Team Sports,289.96,0.09
Home & Garden,Bedding,704.43,0.0
Home & Garden,Gardening Tools,652.66,0.0
Books,Fiction,21.81,0.35
Sports,Fitness Equipment,327.84,0.0
Beauty,Makeup,117.69,0.0
Clothing,Accessories,16.76,0.0
Beauty,Hair Care,19.32,0.0
Electronics,Smart Watches,1374.25,0.0
Sports,Team Sports,320.49,0.17
Clothing,Sportswear,20.19,0.0
Beauty,Makeup,22.53,0.07
Electronics,Laptops,1123.56,0.0
Books,Fiction,20.81,0.35
Clothing,Sportswear,137.65,0.0
Books,Fiction,58.19,0.0
Clothing,Womens Dresses,192.08,0.38
Home & Garden,Storage,624.23,0.0
Clothing,Jeans,268.0,0.0
Home & Garden,Home Decor,66.91,0.0
Clothing,Womens Dresses,116.05,0.0
Home & Garden,Storage,425.12,0.0
Clothing,Sportswear,114.52,0.12
Beauty,Personal Care,93.68,0.0
Home & Garden,Furniture,312.76,0.0
Electronics,Headphones,1754.73,0.0
Clothing,Mens Shirts,248.86,0.0
Clothing,Sportswear,130.81,0.0
Electronics,Gaming Consoles,922.45,0.1
Books,Magazines,46.53,0.0
Clothing,Jeans,34.16,0.0
Electronics,Headphones,1536.46,0.0
Electronics,Tablets,1792.39,0.0
Books,Comics,58.75,0.18
Sports,Water Sports,43.22,0.47
Books,Magazines,41.17,0.0
Home & Garden,Furniture,27.84,0.0
Sports,Winter Sports,153.15,0.19
Sports,Water Sports,265.72,0.0
Beauty,Personal Care,48.28,0.0
Sports,Fitness Equipment,189.19,0.25
Books,Children Books,26.04,0.0
Books,Educational,32.16,0.07
Clothing,Sportswear,198.89,0.0
Books,Comics,11.94,0.0
Beauty,Fragrances,116.23,0.0
Beauty,Makeup,61.56,0.0
Home & Garden,Furniture,363.79,0.0
Books,Fiction,33.11,0.0
Sports,Cycling,458.3,0.0
Home & Garden,Gardening Tools,763.83,0.0
Books,Magazines,54.63,0.0
Sports,Cycling,86.35,0.0
Beauty,Beauty Tools,104.49,0.06
Clothing,Mens Shirts,83.07,0.0
Books,Non-Fiction,29.12,0.0
Sports,Team Sports,321.98,0.0
Sports,Fitness Equipment,418.73,0.22
Books,Fiction,36.0,0.45
Sports,Outdoor Gear,451.85,0.0
Beauty,Hair Care,148.17,0.0
Beauty,Fragrances,64.73,0.0
Beauty,Personal Care,21.95,0.0
Sports,Water Sports,355.36,0.0
Beauty,Fragrances,20.27,0.0
Clothing,Sportswear,118.48,0.0
Sports,Cycling,219.39,0.0
Beauty,Beauty Tools,99.35,0.0
Home & Garden,Kitchen Appliances,571.29,0.08
Books,Magazines,19.87,0.0
Electronics,Headphones,660.03,0.0
Sports,Team Sports,117.45,0.19
Home & Garden,Gardening Tools,72.91,0.0
Sports,Water Sports,434.27,0.0
Clothing,Jeans,168.12,0.0
Electronics,Laptops,437.89,0.3
Books,Non-Fiction,58.13,0.0
Sports,Team Sports,451.53,0.0
Sports,Team Sports,479.85,0.19
Electronics,Laptops,588.05,0.0
Sports,Winter Sports,260.54,0.0
Beauty,Hair Care,46.34,0.0
Electronics,Gaming Consoles,410.47,0.09
Home & Garden,Kitchen Appliances,371.7,0.0
Sports,Cycling,352.77,0.19
Sports,Winter Sports,169.72,0.0
Books,Children Books,31.46,0.0
Home & Garden,Kitchen Appliances,150.51,0.2
Electronics,Headphones,200.11,0.0
Electronics,Headphones,824.51,0.0
Beauty,Personal Care,21.0,0.0
Home & Garden,Storage,761.05,0.09
Electronics,Tablets,1683.92,0.0
Sports,Water Sports,442.68,0.0
Books,Magazines,58.67,0.0
Sports,Team Sports,457.22,0.0
Electronics,Tablets,1049.38,0.0
Home & Garden,Gardening Tools,457.8,0.0
Books,Fiction,17.96,0.0
Beauty,Fragrances,43.17,0.0
Books,Educational,13.74,0.0
Clothing,Shoes,113.6,0.0
Beauty,Personal Care,75.63,0.41
Electronics,Tablets,956.77,0.0
Home & Garden,Furniture,325.93,0.08
Clothing,Shoes,270.71,0.0
Home & Garden,Kitchen Appliances,646.72,0.46
Home & Garden,Home Decor,366.13,0.0
Books,Magazines,54.32,0.0
Books,Non-Fiction,23.77,0.0
Sports,Winter Sports,488.61,0.0
Electronics,Tablets,155.1,0.31
Electronics,Gaming Consoles,683.12,0.0
Electronics,Headphones,537.24,0.06
Home & Garden,Furniture,296.77,0.0
Beauty,Beauty Tools,50.21,0.0
Sports,Outdoor Gear,288.53,0.3
Electronics,Smart Watches,284.31,0.17
Sports,Cycling,132.41,0.0
Electronics,Laptops,1548.51,0.0
Clothing,Jeans,292.35,0.0
Clothing,Shoes,271.47,0.0
Books,Non-Fiction,37.68,0.0
Sports,Team Sports,422.14,0.05
Clothing,Jeans,155.44,0.0
Home & Garden,Storage,110.69,0.0
Books,Comics,46.08,0.0
Clothing,Sportswear,239.22,0.0
Electronics,Smart Watches,88.38,0.0
Clothing,Mens Shirts,173.03,0.12
Sports,Water Sports,488.49,0.0
Home & Garden,Furniture,579.62,0.15
Clothing,Sportswear,82.88,0.08
Home & Garden,Home Decor,123.17,0.0
Beauty,Beauty Tools,19.93,0.0
Home & Garden,Furniture,245.57,0.0
Clothing,Sportswear,141.17,0.0
Clothing,Womens Dresses,146.8,0.05
Books,Comics,56.79,0.0
Electronics,Smartphones,1921.73,0.0
Beauty,Skincare,84.7,0.0
Books,Fiction,20.88,0.0
Clothing,Jeans,149.45,0.43
Sports,Water Sports,299.02,0.06
Clothing,Sportswear,31.66,0.0
Books,Educational,34.74,0.41
Clothing,Womens Dresses,200.72,0.0
Sports,Water Sports,115.86,0.15
Beauty,Fragrances,78.31,0.18
Books,Comics,53.93,0.17
Beauty,Personal Care,107.26,0.0
Beauty,Fragrances,81.28,0.0
Clothing,Womens Dresses,184.21,0.0
Sports,Winter Sports,102.04,0.0
Beauty,Fragrances,103.66,0.0
Beauty,Makeup,54.37,0.06
Beauty,Beauty Tools,103.71,0.15
Sports,Water Sports,286.12,0.0
Beauty,Fragrances,103.49,0.0
Home & Garden,Storage,786.34,0.0
Home & Garden,Bedding,120.52,0.5
Books,Non-Fiction,27.29,0.0
Sports,Team Sports,183.67,0.24
Sports,Outdoor Gear,120.29,0.34
Electronics,Smart Watches,521.61,0.0
Clothing,Jeans,120.01,0.13
Home & Garden,Storage,279.93,0.11
Books,Non-Fiction,24.79,0.39
Sports,Fitness Equipment,372.99,0.0
Sports,Team Sports,437.49,0.13
Electronics,Smart Watches,242.99,0.13
Books,Comics,28.68,0.0
Sports,Fitness Equipment,113.03,0.17
Sports,Fitness Equipment,57.66,0.0
Home & Garden,Bedding,51.14,0.12
Books,Educational,59.49,0.46
Books,Magazines,15.6,0.06
Books,Children Books,30.17,0.0
Books,Fiction,8.48,0.0
Books,Educational,12.79,0.0
Beauty,Personal Care,30.14,0.0
Sports,Outdoor Gear,489.55,0.0
Beauty,Personal Care,50.31,0.0
Beauty,Fragrances,41.17,0.0
Clothing,Jeans,70.52,0.0
Books,Children Books,23.2,0.0
Clothing,Jeans,107.03,0.0
Beauty,Skincare,132.73,0.0
Sports,Water Sports,472.41,0.08
Electronics,Smart Watches,59.8,0.17
Home & Garden,Gardening Tools,725.08,0.06
Books,Fiction,17.39,0.0
Books,Non-Fiction,46.4,0.0
Home & Garden,Furniture,233.89,0.0
Home & Garden,Gardening Tools,295.38,0.0
Home & Garden,Storage,465.27,0.0
Books,Magazines,19.5,0.19
Books,Fiction,45.94,0.0
Electronics,Gaming Consoles,525.78,0.0
Books,Comics,55.32,0.13
Clothing,Womens Dresses,258.89,0.0
Clothing,Mens Shirts,259.5,0.0
Sports,Cycling,143.87,0.19
Electronics,Gaming Consoles,305.2,0.0
Electronics,Smart Watches,1761.61,0.0
Books,Children Books,8.28,0.0
Sports,Cycling,464.65,0.16
Sports,Water Sports,243.41,0.0
Home & Garden,Bedding,714.31,0.49
Clothing,Mens Shirts,19.75,0.0
Clothing,Sportswear,196.07,0.0
Home & Garden,Kitchen Appliances,341.33,0.0
Beauty,Makeup,58.66,0.0
Electronics,Gaming Consoles,78.97,0.0
Sports,Outdoor Gear,259.17,0.1
Electronics,Tablets,826.43,0.0
Sports,Outdoor Gear,265.26,0.15
Clothing,Accessories,144.33,0.0
Electronics,Gaming Consoles,1651.45,0.05
Clothing,Sportswear,158.58,0.15
Electronics,Headphones,1489.68,0.06
Clothing,Accessories,150.76,0.0
Beauty,Beauty Tools,107.37,0.0
Electronics,Gaming Consoles,1404.46,0.0
Home & Garden,Furniture,183.29,0.08
Electronics,Tablets,203.23,0.12
Home & Garden,Bedding,565.18,0.0
Beauty,Beauty Tools,52.9,0.17
Home & Garden,Gardening Tools,144.6,0.0
Clothing,Sportswear,221.7,0.0
Clothing,Shoes,218.84,0.0
Home & Garden,Kitchen Appliances,557.53,0.0
Home & Garden,Storage,20.56,0.39
Books,Children Books,27.54,0.4
Clothing,Accessories,210.26,0.0
Home & Garden,Bedding,539.84,0.0
Clothing,Mens Shirts,199.86,0.0
Clothing,Accessories,181.4,0.0
Books,Non-Fiction,29.49,0.0
Sports,Winter Sports,132.75,0.12
Sports,Fitness Equipment,441.74,0.0
Books,Comics,24.41,0.48
Home & Garden,Furniture,759.79,0.42
Home & Garden,Bedding,585.75,0.0
Electronics,Gaming Consoles,259.35,0.0
Beauty,Fragrances,38.98,0.15
Beauty,Beauty Tools,127.6,0.0
Sports,Fitness Equipment,413.14,0.0
Books,Educational,31.03,0.0
Clothing,Shoes,44.22,0.0
Books,Comics,14.31,0.39
Books,Fiction,17.89,0.0
Home & Garden,Furniture,603.5,0.17
Home & Garden,Furniture,380.21,0.18
Home & Garden,Bedding,477.68,0.0
Sports,Outdoor Gear,125.91,0.14
Books,Educational,20.15,0.0
Home & Garden,Gardening Tools,176.01,0.0
Sports,Fitness Equipment,421.9,0.0
Books,Comics,42.91,0.0
Books,Children Books,28.52,0.17
Sports,Fitness Equipment,256.91,0.0
Beauty,Personal Care,99.48,0.0
Beauty,Makeup,64.49,0.0
Beauty,Personal Care,128.52,0.0
Books,Non-Fiction,20.65,0.0
Clothing,Womens Dresses,227.02,0.09
Clothing,Accessories,261.52,0.0
Books,Children Books,37.04,0.0
Sports,Cycling,163.54,0.23
Clothing,Sportswear,92.16,0.0
Beauty,Personal Care,57.96,0.0
Clothing,Accessories,165.14,0.0
Sports,Water Sports,154.8,0.0
Sports,Winter Sports,494.0,0.0
Electronics,Smartphones,1313.66,0.0
Electronics,Gaming Consoles,1009.4,0.0
Beauty,Beauty Tools,54.75,0.26
Books,Fiction,39.72,0.0
Books,Comics,37.3,0.0
Beauty,Beauty Tools,115.42,0.0
Beauty,Fragrances,60.15,0.28
Sports,Water Sports,195.39,0.14
Electronics,Smart Watches,1467.97,0.0
Beauty,Hair Care,33.07,0.0
Clothing,Shoes,68.33,0.05
Books,Educational,33.33,0.0
Clothing,Womens Dresses,265.22,0.14
Sports,Outdoor Gear,485.03,0.12
Books,Fiction,30.1,0.1
Clothing,Shoes,162.42,0.15
Sports,Cycling,260.82,0.42
Clothing,Jeans,159.25,0.0
Books,Fiction,41.86,0.12
Electronics,Gaming Consoles,935.49,0.28
Sports,Outdoor Gear,187.09,0.0
Sports,Winter Sports,151.32,0.0
Electronics,Tablets,81.59,0.0
Books,Children Books,18.88,0.0
Sports,Cycling,364.49,0.19
Home & Garden,Storage,353.66,0.06
Beauty,Skincare,102.68,0.0
Clothing,Sportswear,206.02,0.0
Electronics,Smartphones,1679.19,0.06
Sports,Fitness Equipment,228.15,0.0
Books,Comics,26.73,0.0
Sports,Winter Sports,447.85,0.0
Clothing,Mens Shirts,34.18,0.0
Home & Garden,Bedding,120.68,0.4
Home & Garden,Bedding,608.33,0.14
Clothing,Jeans,296.01,0.0
Books,Non-Fiction,38.64,0.16
Sports,Cycling,493.45,0.0
Home & Garden,Home Decor,339.34,0.17
Beauty,Personal Care,76.39,0.0
Electronics,Smart Watches,1250.47,0.14
Books,Children Books,29.74,0.0
Books,Comics,42.47,0.0
Electronics,Tablets,613.49,0.13
Clothing,Jeans,78.92,0.0
Electronics,Laptops,1031.11,0.0
Sports,Water Sports,484.2,0.21
Sports,Outdoor Gear,495.28,0.0
Clothing,Shoes,165.36,0.0
Beauty,Beauty Tools,31.66,0.0
Electronics,Tablets,961.16,0.17
Clothing,Accessories,187.65,0.0
Clothing,Accessories,84.3,0.49
Sports,Fitness Equipment,185.19,0.0
Clothing,Shoes,25.02,0.07
Clothing,Accessories,295.46,0.0
Clothing,Mens Shirts,274.59,0.0
Sports,Water Sports,286.03,0.32
Books,Non-Fiction,47.93,0.0
Electronics,Laptops,376.86,0.0
Electronics,Headphones,1970.08,0.0
Sports,Winter Sports,310.77,0.0
Sports,Team Sports,26.81,0.0
Books,Educational,35.68,0.08
Home & Garden,Storage,342.07,0.1
Electronics,Smart Watches,446.89,0.0
Sports,Winter Sports,282.1,0.2
Clothing,Shoes,118.25,0.0
Clothing,Jeans,164.82,0.0
Electronics,Tablets,1732.15,0.0
Electronics,Smart Watches,1375.65,0.0
Beauty,Beauty Tools,20.23,0.19
Books,Non-Fiction,58.54,0.0
Clothing,Jeans,131.11,0.0
Electronics,Smartphones,1336.05,0.0
Electronics,Headphones,412.97,0.37
Home & Garden,Storage,658.62,0.0
Electronics,Laptops,1952.95,0.0
Clothing,Mens Shirts,267.18,0.0
Electronics,Laptops,733.52,0.0
Electronics,Gaming Consoles,331.41,0.0
Beauty,Hair Care,21.21,0.0
Electronics,Headphones,1945.85,0.0
Sports,Team Sports,285.28,0.0
Sports,Outdoor Gear,388.45,0.0
Clothing,Womens Dresses,29.6,0.0
Electronics,Gaming Consoles,812.29,0.11
Beauty,Beauty Tools,13.46,0.0
Sports,Cycling,264.43,0.0
Electronics,Laptops,904.17,0.0
Sports,Cycling,465.03,0.0
Home & Garden,Furniture,330.28,0.2
Sports,Fitness Equipment,454.52,0.0
Sports,Outdoor Gear,75.33,0.0
Clothing,Accessories,87.29,0.07
Books,Comics,22.88,0.0
Clothing,Sportswear,137.31,0.31
Clothing,Womens Dresses,81.83,0.0
Beauty,Beauty Tools,63.26,0.0
Sports,Winter Sports,305.63,0.19
Books,Fiction,19.67,0.0
Sports,Water Sports,482.94,0.0
Beauty,Personal Care,70.2,0.2
Clothing,Accessories,251.43,0.0
Clothing,Sportswear,197.73,0.48
Electronics,Laptops,1192.26,0.0
Clothing,Womens Dresses,297.89,0.1
Clothing,Jeans,241.73,0.0
Electronics,Headphones,1940.18,0.0
Sports,Team Sports,136.18,0.29
Electronics,Tablets,1801.21,0.42
Sports,Cycling,30.75,0.0
Clothing,Sportswear,297.59,0.12
Electronics,Smartphones,1866.49,0.0
Clothing,Mens Shirts,29.05,0.0
Books,Comics,11.93,0.0
Clothing,Shoes,252.0,0.07
Clothing,Womens Dresses,113.97,0.0
Home & Garden,Home Decor,338.15,0.0
Home & Garden,Gardening Tools,293.55,0.0
Electronics,Gaming Consoles,818.46,0.0
Home & Garden,Bedding,79.38,0.0
Clothing,Womens Dresses,102.14,0.0
Clothing,Sportswear,215.83,0.33
Clothing,Accessories,89.29,0.5
Clothing,Womens Dresses,239.86,0.0
Beauty,Personal Care,36.19,0.0
Electronics,Laptops,1984.33,0.0
Sports,Outdoor Gear,158.88,0.0
Electronics,Tablets,1187.34,0.0
Electronics,Headphones,1157.55,0.0
Books,Educational,30.94,0.07
Books,Comics,49.33,0.0
Sports,Cycling,325.93,0.0
Electronics,Smart Watches,984.4,0.13
Beauty,Skincare,49.55,0.0
Beauty,Fragrances,79.54,0.0
Beauty,Makeup,40.13,0.0
Sports,Winter Sports,455.82,0.0
Sports,Cycling,109.81,0.33
Books,Children Books,20.39,0.29
Electronics,Laptops,537.0,0.0
Electronics,Smart Watches,1539.99,0.29
Electronics,Headphones,1914.16,0.29
Books,Fiction,41.25,0.0
Beauty,Personal Care,42.52,0.0
Sports,Winter Sports,492.21,0.17
Beauty,Fragrances,89.2,0.0
Sports,Water Sports,207.32,0.25
Beauty,Personal Care,15.52,0.0
Sports,Fitness Equipment,351.17,0.12
Clothing,Womens Dresses,259.58,0.0
Electronics,Headphones,1386.8,0.0
Books,Educational,59.93,0.09
Home & Garden,Storage,443.42,0.12
Books,Children Books,13.04,0.0
Sports,Cycling,490.77,0.0
Beauty,Skincare,98.39,0.0
Home & Garden,Furniture,612.33,0.0
Electronics,Smart Watches,617.83,0.0
Home & Garden,Gardening Tools,151.69,0.07
Sports,Cycling,47.31,0.0
Electronics,Gaming Consoles,1243.07,0.0
Beauty,Makeup,46.11,0.0
Sports,Winter Sports,497.97,0.0
Beauty,Beauty Tools,13.71,0.0
Clothing,Jeans,200.01,0.0
Sports,Team Sports,78.16,0.24
Sports,Fitness Equipment,224.11,0.0
Clothing,Accessories,27.44,0.0
Beauty,Beauty Tools,13.9,0.0
Home & Garden,Kitchen Appliances,160.73,0.0
Home & Garden,Storage,175.39,0.0
Books,Non-Fiction,49.32,0.0
Beauty,Makeup,104.04,0.0
Books,Children Books,35.75,0.48
Books,Fiction,40.49,0.0
Beauty,Hair Care,140.65,0.09
Sports,Fitness Equipment,329.48,0.23
Books,Educational,55.24,0.0
Books,Comics,58.18,0.0
Clothing,Womens Dresses,107.74,0.0
Books,Magazines,56.95,0.18
Books,Children Books,54.81,0.0
Books,Non-Fiction,50.11,0.0
Electronics,Laptops,598.09,0.0
Books,Educational,52.76,0.46
Beauty,Fragrances,93.48,0.0
Beauty,Hair Care,61.82,0.0
Beauty,Fragrances,93.56,0.0
Books,Children Books,20.86,0.0
Home & Garden,Furniture,163.1,0.0
Electronics,Gaming Consoles,1561.51,0.0
Beauty,Skincare,85.02,0.14
Clothing,Shoes,233.41,0.0
Home & Garden,Home Decor,674.53,0.0
Electronics,Headphones,502.84,0.0
Books,Magazines,42.44,0.0
Clothing,Shoes,137.53,0.15
Home & Garden,Bedding,744.13,0.0
Books,Fiction,32.19,0.0
Home & Garden,Furniture,186.11,0.0
Sports,Outdoor Gear,27.74,0.0
Books,Non-Fiction,44.45,0.2
Sports,Cycling,303.65,0.0
Beauty,Makeup,123.42,0.0
Sports,Outdoor Gear,66.19,0.0
Beauty,Personal Care,125.85,0.0
Clothing,Shoes,273.17,0.0
Home & Garden,Gardening Tools,740.17,0.0
Electronics,Laptops,738.55,0.14
Books,Comics,59.98,0.11
Electronics,Smartphones,594.07,0.17
Clothing,Sportswear,274.23,0.0
Sports,Outdoor Gear,83.23,0.0
Clothing,Shoes,105.32,0.0
Electronics,Gaming Consoles,1117.84,0.0
Electronics,Headphones,125.69,0.0
Clothing,Mens Shirts,274.67,0.0
Home & Garden,Kitchen Appliances,339.46,0.0
Electronics,Smartphones,1668.9,0.0
Books,Non-Fiction,52.63,0.16
Books,Children Books,50.61,0.18
Beauty,Hair Care,39.49,0.0
Electronics,Gaming Consoles,1691.16,0.07
Books,Non-Fiction,21.81,0.0
Books,Magazines,28.11,0.0
Electronics,Gaming Consoles,233.11,0.19
Clothing,Womens Dresses,171.99,0.0
Clothing,Shoes,174.93,0.0
Electronics,Laptops,1370.4,0.42
Books,Fiction,8.57,0.0
Clothing,Womens Dresses,202.96,0.07
Clothing,Shoes,219.72,0.0
Sports,Water Sports,136.64,0.0
Sports,Fitness Equipment,382.85,0.0
Beauty,Beauty Tools,62.82,0.0
Electronics,Smart Watches,401.31,0.4
Books,Comics,16.88,0.13
Sports,Winter Sports,60.19,0.17
Clothing,Shoes,58.44,0.0
Clothing,Sportswear,19.08,0.0
Home & Garden,Bedding,55.01,0.0
Electronics,Headphones,301.07,0.0
Beauty,Fragrances,91.87,0.0
Sports,Water Sports,70.38,0.0
Sports,Cycling,213.1,0.27
Beauty,Skincare,59.1,0.0
Electronics,Gaming Consoles,232.36,0.12
Books,Magazines,42.68,0.0
Beauty,Beauty Tools,29.25,0.0
Books,Children Books,59.48,0.12
Sports,Water Sports,50.92,0.34
Home & Garden,Storage,594.72,0.09
Sports,Fitness Equipment,253.64,0.2
Home & Garden,Bedding,758.03,0.0
Home & Garden,Furniture,267.46,0.0
Beauty,Beauty Tools,16.17,0.0
Home & Garden,Gardening Tools,635.95,0.0
Books,Magazines,12.55,0.0
Sports,Outdoor Gear,269.72,0.2
Sports,Water Sports,400.19,0.2
Books,Children Books,56.81,0.37
Books,Fiction,44.23,0.0
